service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
shtool,GNU's portable shell tool,https://www.gnu.org/software/shtool/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-ai-container-geo-cli,skills/generated/shards/nexus-07/b07-ai-container-geo-cli/SKILL.md
signal-cli,CLI and dbus interface for WhisperSystems/libsignal-service-java,https://github.com/AsamK/signal-cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
sigrok-cli,Sigrok command-line interface to use logic analyzers and more,https://sigrok.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
sigstore,Codesigning tool for Python packages,https://github.com/sigstore/sigstore-python,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-vmware-security-graphics-automation,skills/generated/shards/nexus-09/b09-vmware-security-graphics-automation/SKILL.md
sile,Modern typesetting system inspired by TeX,https://sile-typesetter.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-typesetting-fleet-runtime-web,skills/generated/shards/nexus-09/b09-typesetting-fleet-runtime-web/SKILL.md
silicon,Create beautiful image of your source code,https://github.com/Aloxaf/silicon/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-code-workflow-storage,skills/generated/shards/nexus-07/b07-code-workflow-storage/SKILL.md
simdjson,SIMD-accelerated C++ JSON parser,https://simdjson.org,CLI/local file I/O,None or local runtime,no,no,No API key required for local/offline use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
simdutf,"Unicode conversion routines, fast",https://simdutf.github.io/simdutf/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
simg2img,Tool to convert Android sparse images to raw images and back,https://github.com/anestisb/android-simg2img,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-db-k8s-firmware-observability,skills/generated/shards/nexus-07/b07-db-k8s-firmware-observability/SKILL.md
simple-scan,GNOME document scanning application,https://gitlab.gnome.org/GNOME/simple-scan,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-vmware-security-graphics-automation,skills/generated/shards/nexus-09/b09-vmware-security-graphics-automation/SKILL.md
simple-tiles,Image generation library for spatial data,https://github.com/propublica/simple-tiles,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-code-workflow-storage,skills/generated/shards/nexus-07/b07-code-workflow-storage/SKILL.md
sing-box,Universal proxy platform,https://sing-box.sagernet.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,network-remote-and-messaging,skills/generated/shards/nexus-02/network-remote-and-messaging/SKILL.md
singular,Computer algebra system for polynomial computations,https://www.singular.uni-kl.de/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
sip,Tool to create Python bindings for C and C++ libraries,https://python-sip.readthedocs.io/en/latest/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,python-and-data-science,skills/generated/shards/nexus-02/python-and-data-science/SKILL.md
sipcalc,Advanced console-based IP subnet calculator,https://www.routemeister.net/projects/sipcalc/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
sipp,Traffic generator for the SIP protocol,https://sipp.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-gitops-k8s-data,skills/generated/shards/nexus-07/b07-gitops-k8s-data/SKILL.md
sipsak,SIP Swiss army knife,https://github.com/nils-ohlmeier/sipsak/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-quality-media-supplychain,skills/generated/shards/nexus-10/b10-quality-media-supplychain/SKILL.md
sk,Fuzzy Finder in rust!,https://github.com/skim-rs/skim,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
skaffold,Easy and Repeatable Kubernetes Development,https://skaffold.dev/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
skillshare,Sync skills across AI CLI tools,https://skillshare.runkids.cc,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
sleek,CLI tool for formatting SQL,https://github.com/nrempel/sleek,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b09-ml-voip-docs-data,skills/generated/shards/nexus-09/b09-ml-voip-docs-data/SKILL.md
sleepwatcher,"Monitors sleep, wakeup, and idleness of a Mac",https://www.bernhard-baehr.de/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
slepc,Scalable Library for Eigenvalue Problem Computations (real),https://slepc.upv.es,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-api-stream-db-container,skills/generated/shards/nexus-10/b10-api-stream-db-container/SKILL.md
sleuthkit,Forensic toolkit,https://www.sleuthkit.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
slides,Terminal based presentation tool,https://maaslalani.com/slides/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-fortran-vulkan-automation,skills/generated/shards/nexus-07/b07-fortran-vulkan-automation/SKILL.md
sloc,Simple tool to count source lines of code,https://github.com/flosse/sloc,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-parallel-qt-supabase-database,skills/generated/shards/nexus-09/b09-parallel-qt-supabase-database/SKILL.md
sloccount,Count lines of code in many languages,https://dwheeler.com/sloccount/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-terminal-java-media-forensics,skills/generated/shards/nexus-10/b10-terminal-java-media-forensics/SKILL.md
sloth-cli,Prometheus SLO generator,https://sloth.dev/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-docs-ci-infra-runtime,skills/generated/shards/nexus-10/b10-docs-ci-infra-runtime/SKILL.md
slumber,Terminal-based HTTP/REST client,https://slumber.lucaspickering.me/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
smartdns,"Rule-based DNS server for fast IP resolution, DoT/DoQ/DoH/DoH3 supported",https://github.com/mokeyish/smartdns-rs,"DNS, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
smlfmt,Custom parser and code formatter for Standard ML,https://github.com/shwestrick/smlfmt,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-shell-systems-compression-media,skills/generated/shards/nexus-06/b06-shell-systems-compression-media/SKILL.md
smug,Automate your tmux workflow,https://github.com/ivaaaan/smug,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
snakefmt,Snakemake code formatter,https://github.com/snakemake/snakefmt/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-language-runtime-linting-cloud,skills/generated/shards/nexus-06/b06-language-runtime-linting-cloud/SKILL.md
snakemake,Pythonic workflow system,https://snakemake.readthedocs.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
snakeviz,Web-based viewer for Python profiler output,https://jiffyclub.github.io/snakeviz/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-shell-observability-netops,skills/generated/shards/nexus-10/b10-shell-observability-netops/SKILL.md
snap,Tool to work with .snap files,https://snapcraft.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
snapcast,Synchronous multiroom audio player,https://github.com/badaix/snapcast,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
snapcraft,"Package any app for every Linux desktop, server, cloud or device",https://snapcraft.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
snappy,Compression/decompression library aiming for high speed,https://google.github.io/snappy/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,files-compression-and-os-utils,skills/generated/shards/nexus-02/files-compression-and-os-utils/SKILL.md
sngrep,Command-line tool for displaying SIP calls message flows,https://github.com/irontec/sngrep,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-ml-voip-docs-data,skills/generated/shards/nexus-09/b09-ml-voip-docs-data/SKILL.md
sniffnet,Cross-platform application to monitor your network traffic,https://sniffnet.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
snort,Flexible Network Intrusion Detection System,https://www.snort.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
snyk-cli,Scans and monitors projects for security vulnerabilities,https://snyk.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
so,Terminal interface for StackOverflow,https://github.com/samtay/so,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-governance-k8s-docs-observability,skills/generated/shards/nexus-09/b09-governance-k8s-docs-observability/SKILL.md
soapyhackrf,SoapySDR HackRF module,https://github.com/pothosware/SoapyHackRF/wiki,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-quality-media-supplychain,skills/generated/shards/nexus-10/b10-quality-media-supplychain/SKILL.md
soapyrtlsdr,SoapySDR RTL-SDR Support Module,https://github.com/pothosware/SoapyRTLSDR/wiki,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-site-docs-security-kafka,skills/generated/shards/nexus-10/b10-site-docs-security-kafka/SKILL.md
soapysdr,Vendor and platform neutral SDR support library,https://github.com/pothosware/SoapySDR/wiki,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
socket_vmnet,Daemon to provide vmnet.framework support for rootless QEMU,https://github.com/lima-vm/socket_vmnet,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
softhsm,Cryptographic store accessible through a PKCS#11 interface,https://www.softhsm.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
solargraph,Ruby language server,https://solargraph.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
solc-select,Manage multiple Solidity compiler versions,https://github.com/crytic/solc-select,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-runtime-dns-mailing-workflows,skills/generated/shards/nexus-08/b08-runtime-dns-mailing-workflows/SKILL.md
solidity,Contract-oriented programming language,https://soliditylang.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,runtime-managers-and-languages,skills/generated/shards/nexus-02/runtime-managers-and-languages/SKILL.md
solr,Enterprise search platform from the Apache Lucene project,https://solr.apache.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
somo,Human-friendly alternative to netstat for socket and port monitoring,https://github.com/theopfr/somo,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
source-highlight,Source-code syntax highlighter,https://www.gnu.org/software/src-highlite/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-shell-systems-compression-media,skills/generated/shards/nexus-06/b06-shell-systems-compression-media/SKILL.md
sox,SOund eXchange: universal sound sample translator,https://sox.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,media-graphics-and-document-tools,skills/generated/shards/nexus-02/media-graphics-and-document-tools/SKILL.md
sox_ng,Sound eXchange NG,https://codeberg.org/sox_ng/sox_ng,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-ml-voip-docs-data,skills/generated/shards/nexus-09/b09-ml-voip-docs-data/SKILL.md
spaceman-diff,Diff images from the command-line,https://github.com/holman/spaceman-diff,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-service-mesh-monitoring-media,skills/generated/shards/nexus-08/b08-service-mesh-monitoring-media/SKILL.md
spacer,Small command-line utility for adding spacers to command output,https://github.com/samwho/spacer,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-analytics-security-genomics,skills/generated/shards/nexus-08/b08-analytics-security-genomics/SKILL.md
spack,Package manager that builds multiple versions and configurations of software,https://spack.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-sql-format-release-desktop,skills/generated/shards/nexus-08/b08-sql-format-release-desktop/SKILL.md
spades,De novo genome sequence assembly,https://ablab.github.io/spades/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-emulation-math-qt-dataflow,skills/generated/shards/nexus-09/b09-emulation-math-qt-dataflow/SKILL.md
spandsp,DSP functions library for telephony,https://www.soft-switch.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-signal-boot-wayland-security,skills/generated/shards/nexus-09/b09-signal-boot-wayland-security/SKILL.md
spark,Sparklines for the shell,https://zachholman.com/spark/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-partition-radio-testing-data,skills/generated/shards/nexus-06/b06-partition-radio-testing-data/SKILL.md
sparse,Static C code analysis tool,https://sparse.wiki.kernel.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-benchmark-messaging-containers-crypto,skills/generated/shards/nexus-09/b09-benchmark-messaging-containers-crypto/SKILL.md
spatialite-gui,GUI tool supporting SpatiaLite,https://www.gaia-gis.it/fossil/spatialite_gui/index,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
spatialite-tools,CLI tools supporting SpatiaLite,https://www.gaia-gis.it/fossil/spatialite-tools/index,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,database-and-migration-tooling,skills/generated/shards/nexus-02/database-and-migration-tooling/SKILL.md
spectra,Header-only C++ library for large scale eigenvalue problems,https://spectralib.org,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b08-service-mesh-monitoring-media,skills/generated/shards/nexus-08/b08-service-mesh-monitoring-media/SKILL.md
spectral-cli,"JSON/YAML linter and support OpenAPI v3.1/v3.0/v2.0, and AsyncAPI v2.x",https://stoplight.io/open-source/spectral,"HTTPS/REST, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-web-audit-build-security,skills/generated/shards/nexus-08/b08-web-audit-build-security/SKILL.md
speedtest-cli,Command-line interface for https://speedtest.net bandwidth tests,https://github.com/sivel/speedtest-cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,network-remote-and-messaging,skills/generated/shards/nexus-02/network-remote-and-messaging/SKILL.md
speex,Audio codec designed for speech,https://speex.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-service-mesh-monitoring-media,skills/generated/shards/nexus-08/b08-service-mesh-monitoring-media/SKILL.md
speexdsp,Speex audio processing library,https://speex.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-partition-radio-testing-data,skills/generated/shards/nexus-06/b06-partition-radio-testing-data/SKILL.md
spek,Acoustic spectrum analyser,https://www.spek.cc,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-remote-runtime-infra,skills/generated/shards/nexus-07/b07-remote-runtime-infra/SKILL.md
spice-gtk,GTK client/libraries for SPICE,https://www.spice-space.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
spice-protocol,Headers for SPICE protocol,https://www.spice-space.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-code-workflow-storage,skills/generated/shards/nexus-07/b07-code-workflow-storage/SKILL.md
spice-server,Implements the server side of the SPICE protocol,https://www.spice-space.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-sql-format-release-desktop,skills/generated/shards/nexus-08/b08-sql-format-release-desktop/SKILL.md
spicetify-cli,Command-line tool to customize Spotify client,https://spicetify.app/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
spirv-cross,Performing reflection and disassembling SPIR-V,https://github.com/KhronosGroup/SPIRV-Cross,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-db-messaging-build-release,skills/generated/shards/nexus-08/b08-db-messaging-build-release/SKILL.md
spirv-headers,Headers for SPIR-V,https://github.com/KhronosGroup/SPIRV-Headers,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-benchmark-messaging-containers-crypto,skills/generated/shards/nexus-09/b09-benchmark-messaging-containers-crypto/SKILL.md
spirv-llvm-translator,Tool and a library for bi-directional translation between SPIR-V and LLVM IR,https://github.com/KhronosGroup/SPIRV-LLVM-Translator,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-filesystem-debug-presentation-ml,skills/generated/shards/nexus-06/b06-filesystem-debug-presentation-ml/SKILL.md
spoof-mac,Spoof your MAC address in macOS,https://github.com/feross/SpoofMAC,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
spoofdpi,Simple and fast anti-censorship tool written in Go,https://spoofdpi.xvzc.dev,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
spot,Platform for LTL and ω-automata manipulation,https://spot.lre.epita.fr,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-stream-build-deploy,skills/generated/shards/nexus-10/b10-stream-build-deploy/SKILL.md
spotbugs,Tool for Java static analysis (FindBugs's successor),https://spotbugs.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-fortran-vulkan-automation,skills/generated/shards/nexus-07/b07-fortran-vulkan-automation/SKILL.md
sql-formatter,Whitespace formatter for different query languages,https://sql-formatter-org.github.io/sql-formatter/,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b07-security-monitoring-devtools,skills/generated/shards/nexus-07/b07-security-monitoring-devtools/SKILL.md
sql-language-server,Language Server for SQL,https://github.com/joe-re/sql-language-server,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-sql-format-release-desktop,skills/generated/shards/nexus-08/b08-sql-format-release-desktop/SKILL.md
sqlcmd,Microsoft SQL Server command-line interface,https://github.com/microsoft/go-sqlcmd,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,database-and-migration-tooling,skills/generated/shards/nexus-02/database-and-migration-tooling/SKILL.md
sqlite-utils,CLI utility for manipulating SQLite databases,https://sqlite-utils.datasette.io/,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b06-language-runtime-linting-cloud,skills/generated/shards/nexus-06/b06-language-runtime-linting-cloud/SKILL.md
sqliteodbc,ODBC driver for SQLite,https://ch-werner.hier-im-netz.de/sqliteodbc/,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b10-api-stream-db-container,skills/generated/shards/nexus-10/b10-api-stream-db-container/SKILL.md
sqlmap,Penetration testing for SQL injection and database servers,https://sqlmap.org,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
sqlpage,Web app builder using SQL queries to create dynamic webapps quickly,https://sql-page.com/,"QUIC, SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-analytics-security-genomics,skills/generated/shards/nexus-08/b08-analytics-security-genomics/SKILL.md
sqlparse,Non-validating SQL parser,https://github.com/andialbrecht/sqlparse,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-db-messaging-build-release,skills/generated/shards/nexus-08/b08-db-messaging-build-release/SKILL.md
sqlx-cli,"Command-line utility for SQLx, the Rust SQL toolkit",https://github.com/launchbadge/sqlx,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-app-streaming-db-ops,skills/generated/shards/nexus-08/b08-app-streaming-db-ops/SKILL.md
sqruff,Fast SQL formatter/linter,https://github.com/quarylabs/sqruff,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b06-automation-telemetry-k8s-docs,skills/generated/shards/nexus-06/b06-automation-telemetry-k8s-docs/SKILL.md
sratoolkit,Data tools for INSDC Sequence Read Archive,https://github.com/ncbi/sra-tools,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
srecord,Tools for manipulating EPROM load files,https://srecord.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
srt,Secure Reliable Transport,https://www.srtalliance.org/,"SRT, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,network-remote-and-messaging,skills/generated/shards/nexus-02/network-remote-and-messaging/SKILL.md
ssh-audit,SSH server & client auditing,https://github.com/jtesta/ssh-audit,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
ssh-copy-id,Add a public key to a remote machine's authorized_keys file,https://www.openssh.com/,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
ssh-vault,Encrypt/decrypt using SSH keys,https://ssh-vault.com/,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b10-schema-mobile-dns-quality,skills/generated/shards/nexus-10/b10-schema-mobile-dns-quality/SKILL.md
sshfs,File system client based on SSH File Transfer Protocol,https://github.com/libfuse/sshfs,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
standardebooks,Tools for producing ebook files,https://github.com/standardebooks/tools,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-governance-k8s-docs-observability,skills/generated/shards/nexus-09/b09-governance-k8s-docs-observability/SKILL.md
static-web-server,High-performance and asynchronous web server for static files-serving,https://static-web-server.net,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-media-k8s-encryption-web,skills/generated/shards/nexus-10/b10-media-k8s-encryption-web/SKILL.md
steampipe,Use SQL to instantly query your cloud services,https://steampipe.io/,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
stellar-cli,Stellar command-line tool for interacting with the Stellar network,https://developers.stellar.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-emulation-k8s-api-gateway-build,skills/generated/shards/nexus-06/b06-emulation-k8s-api-gateway-build/SKILL.md
stencil,Modern living-template engine for evolving repositories,https://stencil.rgst.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-emulator-python-markup-network,skills/generated/shards/nexus-09/b09-emulator-python-markup-network/SKILL.md
step,Crypto and x509 Swiss-Army-Knife,https://smallstep.com,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
stockfish,Strong open-source chess engine,https://stockfishchess.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-ai-ml-model-serving,skills/generated/shards/nexus-04/b04-ai-ml-model-serving/SKILL.md
storj-uplink,Uplink CLI for the Storj network,https://storj.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-credentials-openapi-python-build-tools,skills/generated/shards/nexus-06/b06-credentials-openapi-python-build-tools/SKILL.md
storm,Distributed realtime computation system to process data streams,https://storm.apache.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-stream-build-deploy,skills/generated/shards/nexus-10/b10-stream-build-deploy/SKILL.md
stormy,"Minimal, customizable and neofetch-like weather CLI based on rainy",https://github.com/ashish0kumar/stormy,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-db-messaging-build-release,skills/generated/shards/nexus-08/b08-db-messaging-build-release/SKILL.md
